,label,diff,s1_pad,s2_pad,s1,s2
8524,0.0,0.11,26,25,[CLS] 꽃향기를 맡으면 힘이 [UNK] 꼬마자동차..!!! [SEP]                          ,[CLS] 너무 멋진연주 잘 들었어요..!!! [SEP]                         
6729,3.8,0.11,41,42,[CLS] 농구는역시좋은스포츠 [SEP]                                         ,[CLS] 농구는 좋은 스포츠다 [SEP]                                          
970,0.0,0.11,35,41,[CLS] 제일 가까운 한분께 선물 드립니다. ㅋㅋ [SEP]                                   ,[CLS] 그 친구 분 저에게 소개 좀 부탁드립니다. ㅋㅋ [SEP]                                         
1054,3.6,0.11,0,0,[CLS] 평점을낮게 깍는분들중에는 단순한 재미가있냐 없냐만으로 평점을 정하시는분들이 많은데 영상미나 캐릭성 작화 등 이영상이 만들어내는 모든걸 통합해서 표현하는게 평점이란겁니다. [SEP],"[CLS] 등급을 낮추는 사람들 중에는 단순히 재미가 있느냐 없느냐로 평가를 결정하는 사람이 많지만, 평가란 영상, 캐릭터 그리기 등 이 영상이 만들어내는 모든 것이 종합된 표현이다. [SEP]"
2491,3.6,0.11,36,36,[CLS] 최저임금 국회에서 정해야 한다 [SEP]                                    ,[CLS] 최저임금 국회에서 다시 정해야 된다 [SEP]                                    
8602,0.2,0.11,43,39,[CLS] 잘못된 제도 바꾸는데 힘써주세요. [SEP]                                           ,[CLS] 휴전이 종전이 될수있게 힘써주세요. [SEP]                                       
1324,3.6,0.11,32,30,[CLS] 고질라의위엄의압도당했다. [SEP]                                ,[CLS] 고지라의 위엄은 압도되었다. [SEP]                              
6302,0.6,0.11,34,31,[CLS] 아이랑 함께보는데 내 아이만 나가자는게 아니라.. [SEP]                                  ,[CLS] 내 딸과 함께 보고 우리집 개 끌어 안고 펑펑 울었다. [SEP]                               
186,1.4,0.11,37,30,[CLS] 그때로부터 저 정도 기간으로 예상하시면 될 것 같습니다 [SEP]                                     ,[CLS] 그때부터 일정 기간 동안 기대할 수 있습니다. [SEP]                              
3360,0.4,0.11,34,19,[CLS] 건강한 취미에 이어 건강한 음식도 즐긴다고 해요. [SEP]                                  ,[CLS] 다양한 공간에서 삶의 방식을 경험하는 것을 즐긴다고 합니다. [SEP]                   
6463,2.2,0.11,31,36,[CLS] 후딱 달리고 모입시다! ㅋㅋ [SEP]                               ,[CLS] 내년에는 여기 모두 모입시다. [SEP]                                    
4967,2.2,0.11,29,23,[CLS] 디카프리오의 반항적인 연기도 역시 굿이네요 ~ [SEP]                             ,[CLS] 다시 보아도 디카프리오의 연기는 대단했다 [SEP]                       
977,0.8,0.11,37,48,[CLS] 시대가 열리게 해주세요 [SEP]                                     ,[CLS] 시간을 열어주세요 [SEP]                                                
8014,3.8,0.11,36,37,[CLS] 극의전개가너무느릿하여답답합니다 [SEP]                                    ,[CLS] 전개가 너무 느려서 속터진다 [SEP]                                     
1885,2.6,0.11,34,33,[CLS] 케서방 이젠 진짜 별로네.... [SEP]                                  ,[CLS] 지금 케서의 방은 정말 최악이다.... [SEP]                                 
2186,3.2,0.11,34,25,[CLS] 내가여태껏본영화중최고인듯 [SEP]                                  ,[CLS] 내가본 드라마 영화중에선 최고인듯 [SEP]                         
1169,1.2,0.11,41,19,[CLS] 국산 스릴러중 이런 영화 나오기 힘든데.. [SEP]                                         ,[CLS] 왜!! 한국공포 스릴러 폰 이후 획기적인 영화가 나오지 않는가?? [SEP]                   
7361,0.6,0.11,34,22,[CLS] 상위 % 와 하위 % 가 만들어낸 최상급 % 의 감동 [SEP]                                  ,[CLS]. % 의 남들과 정신세계가 다르다는 사람에게 추천합니다. [SEP]                      
6359,0.0,0.11,41,29,[CLS] 바를 가지고 계신 분이 벌써 세 분 [SEP]                                         ,[CLS] 에너지를 갖고계시는 분들을 연속으로 만나고 있습니다. [SEP]                             
4617,3.8,0.11,31,29,[CLS] 저작권 관련 신고를 제 3자가 해도 되게 도와주세요 [SEP]                               ,[CLS] 제3자가 저작권 관련 신고를 할 수 있도록 지원 [SEP]                             
8420,0.2,0.11,36,28,[CLS] 정말로 아기 낳고 싶습니다. [SEP]                                    ,[CLS] 아이를 키울 집이 없습니다. [SEP]                            
192,1.2,0.11,48,36,[CLS] 그러므로 평점 개따운 [SEP]                                                ,[CLS] 저런 평점 절대 안 나올 영화 [SEP]                                    
2091,1.4,0.11,64,75,[CLS] 우리 회사 연극단에서 코믹 연극 올라오면 다같이 우리 회사 타셔츠 입고 가보시죠 ㅋㅋ [SEP]                                                                ,[CLS] 우리 회사 티셔츠 기념샷 고고? [SEP]                                                                           
1476,4.6,0.11,35,33,[CLS] 신도시가 아니 지하철 순화선등 지하철 노선을 늘려주세요 [SEP]                                   ,[CLS] 신도시보다는 지하철 순화선 등 지하철 노선을 늘려주세요 [SEP]                                 
5363,0.2,0.11,33,32,[CLS] 도타2 한국서버를 부활시켜주세요 [SEP]                                 ,[CLS] 부킹닷컴 한국접속 중지시켜주세요. [SEP]                                
5207,2.8,0.11,32,28,[CLS] 뒤로갈수록 흐지부지 그렇다고 앞에는 재밌나! [SEP]                                ,[CLS] 뒤로갈수록 흐려지지만 앞은 재밌어요! [SEP]                            
1856,1.8,0.11,29,39,[CLS] 이영화는 무얼 이야기 하고싶었던건지 잘 모르겠습니다 [SEP]                             ,[CLS] 솔직히 뭘본건지 모르겠다 [SEP]                                       
3484,0.0,0.11,34,33,[CLS] 40키로라니. ㅠㅠ [SEP]                                  ,[CLS] 5. 3이라니.. ㅠㅠ [SEP]                                 
6071,1.0,0.11,37,26,[CLS] 이 영화를 보고 암이 재발했습니다. [SEP]                                     ,[CLS] 먹기사를 보고 암에 걸렸는데 이거보고 암이 나았습니다 [SEP]                          
4482,0.8,0.11,50,36,[CLS] 게시판 운영과 관련하여 [SEP]                                                  ,[CLS] 국민청원 게시판 운영개선 [SEP]                                    
3417,3.4,0.11,38,28,[CLS] 존잼 영화관에서 못본게 아쉽다 [SEP]                                      ,[CLS] 영화관에서 못 본게 정말 아쉬운 영화 [SEP]                            
5863,0.2,0.11,33,30,[CLS] 양심 없는 시리즈의 조악한 마무리. [SEP]                                 ,[CLS] 아이들의 폭풍성장 속 시리즈의 과도기 [SEP]                              
7626,0.6,0.11,30,36,[CLS] @ 오피스 근처에 거주하시는 분들 [SEP]                              ,[CLS] 제주오피스는 참으로 사랑입니다 ㅎㅎ [SEP]                                    
516,0.6,0.11,32,31,[CLS] 진짜 알바가 있나.. [SEP]                                ,[CLS] 쓰레기는 아닌데.. [SEP]                               
5329,3.6,0.11,34,37,[CLS] 서울오시면 오프로 뵈어요!!! [SEP]                                  ,[CLS] 서울에 오시면 만나요! [SEP]                                     
1864,1.2,0.11,38,37,[CLS] 평점 더 높이자.. 정도 [SEP]                                      ,[CLS] 평점이 넘 높아여. 평점. [SEP]                                     
4028,4.0,0.11,35,27,[CLS] 제가 사투리가 심해서 따라할까봐 살짝 걱정이 ㅋ [SEP]                                   ,[CLS] 제가 사투리가 강해서 따라할까봐 살짝 걱정이 됩니다. [SEP]                           
7682,3.0,0.11,23,48,[CLS] 국가대표박탈빙상연맹처벌을청원합니다 [SEP]                       ,[CLS] 빙상연맹의 엄중 처벌을 청원합니다. [SEP]                                                
4182,2.6,0.11,35,33,[CLS] 중간중간 웃기네요? [SEP]                                   ,[CLS] 역겹지만 중간중간 빵터짐 ~ [SEP]                                 
6345,0.0,0.11,40,32,[CLS] 동빈나 채널까지 섭외!.. [SEP]                                        ,[CLS] 여세를 몰아 이태원 클라스까지 시작했다는... [SEP]                                
550,1.4,0.11,26,26,[CLS] 줌이나 구글밋도 곧 들어 오겠죠? ^ ^ [SEP]                          ,[CLS] 일단 구글밋으로 들어오세요...! [SEP]                          
3779,1.2,0.11,36,28,[CLS] 창원 아동성폭행범 10년형 [SEP]                                    ,[CLS] 제발 아동성폭행범 형량좀 올려주세요 [SEP]                            
8987,1.4,0.11,40,29,[CLS] 저도 바깥 바람 [UNK] 싶네요ㅋㅋ [SEP]                                        ,[CLS] 저도 이따가 밖에 햇살을 [UNK] 와야할것 같습니다 ㅎㅎ [SEP]                             
3654,0.6,0.11,41,37,[CLS] 스토리가... 좀 더럽습니다... [SEP]                                         ,[CLS]... 별로 ~ 일것같네요.... [SEP]                                     
2823,0.6,0.11,39,25,[CLS] 가문의 수난은 대작이엇다 [SEP]                                       ,[CLS] 이건 불후의명작이다 [SEP]                         
7343,1.0,0.11,36,25,[CLS] 모든 국민은 법앞에 평등하다. [SEP]                                    ,[CLS] 국민이 먼저다! 모든 권력은 국민에게서 나온다! [SEP]                         
6636,3.4,0.11,37,22,[CLS] 조기종영한다니 너무속상해요 [SEP]                                     ,"[CLS] 이제 막 볼만하니 종영, 그것도 조기종영 이라니 너무 아쉽네요. [SEP]                      "
9110,0.0,0.11,42,33,[CLS] 굳이 논리적일 필요는 없다 [SEP]                                          ,[CLS] 꼭 가족만이 정답일 필요는 없는 것 같다. [SEP]                                 
8639,2.6,0.11,46,39,[CLS] 교사 정년 단축해야 합니다. [SEP]                                              ,[CLS] 임용절벽 해결책 교사 정년 단축에 있습니다. [SEP]                                       
3612,3.6,0.11,44,42,[CLS] 재밌네 ~ ~ 괘안네 ~ ~ [SEP]                                            ,[CLS] 재미있구만 ~ ~ ~ ~!! [SEP]                                          
4770,3.2,0.11,44,33,[CLS] 이명박 출국 금지 조사후 출국 [SEP]                                            ,[CLS] 이명박 출국금지 구속수사 청원합니다. [SEP]                                 
6940,0.6,0.11,13,19,[CLS] 종종 연구와 사업 사이 궁금한 점이 생길때마다 리모션 드리겠습니다 ~ [SEP]             ,[CLS] 문제와 관련해서 두 가지 궁금한 점이 있는데요! [SEP]                   
4524,0.4,0.11,29,29,[CLS] 규제밖에 할줄아는게 없는 정부. 세금으로 월급 드릴테니 아무것도 안하심 안됨? [SEP]                             ,"[CLS] 건설일용 국민연금 시행령, 세금을 채우려는거 아닌가요 [SEP]                             "
1159,1.4,0.11,38,23,[CLS] 혹시라도 현금결제시 현금영수증 필요없으실경우 [SEP]                                      ,[CLS] 카드또는 세금계산서 현금영수증 발급받으셔야할경우 [SEP]                       
1604,1.4,0.11,32,39,[CLS] 뭔가 알수 없으면서도 좀 어렵다 싶은 영화..? [SEP]                                ,[CLS] 약간 이상한 영화... [SEP]                                       
2931,1.8,0.11,39,23,[CLS] 이 영화 정말 미친 이야기다.. [SEP]                                       ,[CLS] 이 영화 정말 감동 그 자체다.. [SEP]                       
1437,0.4,0.11,40,38,[CLS] 와 진짜 휘성편 최고... [SEP]                                        ,[CLS] 와 진짜 뭔가 뭉클했다... [SEP]                                      
3529,0.0,0.11,34,32,[CLS] 화성 영어원어민 프로그램 [SEP]                                  ,[CLS] 화성시청 공무원의 안이하고 부당한 일처리 [SEP]                                
